courseId,Room1,Room2,Room3,Room4,Room5,Room6,Room7,Room8,Room9,Room10,Room11,Room12,Room13,Room14,Room15,Room16,Room17,Room18,Room19,Room20,Room21,Room22,Room23,Room24,Room25,Room26,Room27,Room28,Room29,Room30,Room31,Room32,Room33,Room34,Room35,Room36
GO543,3,3,3,4,3,4,2,4,5,3,5,2,4,2,3,3,3,3,3,5,1,3,4,4,4,3,3,3,3,3,4,3,4,3,1,4
GO552,4,2,4,3,2,3,1,0,0,2,0,2,0,3,2,4,3,3,0,4,3,3,0,1,4,3,3,2,3,2,3,1,4,1,4,4
GO553,5,5,5,4,2,3,1,0,0,5,0,2,0,3,3,3,5,4,0,3,4,3,0,5,3,3,5,3,3,2,2,3,3,3,5,2
GO558,2,2,4,5,4,4,1,3,4,3,2,3,1,3,5,1,3,2,5,1,3,2,4,2,3,2,4,3,2,4,4,3,3,3,3,3
GO560,2,0,2,3,2,5,0,4,1,3,2,5,3,0,3,0,0,0,3,0,4,4,1,2,3,3,2,2,3,3,3,5,4,4,2,3
GO561,2,5,3,1,3,2,3,2,1,3,2,4,3,2,3,1,3,2,2,2,3,5,3,2,2,3,2,2,4,1,4,2,1,4,4,3
GO568,1,0,0,0,3,5,3,3,2,0,1,3,3,0,3,4,2,3,0,0,3,5,5,2,4,4,2,3,4,3,3,3,2,2,4,1
GO577,4,2,3,3,4,4,4,3,3,3,1,2,3,3,1,1,3,1,2,3,2,1,3,3,5,2,3,3,2,3,3,3,4,4,2,2
GO584,3,3,0,0,0,4,3,3,2,0,3,3,5,3,3,5,3,0,3,0,5,3,2,2,3,3,3,3,2,2,3,1,5,2,3,2
GO586,2,0,0,0,2,2,3,0,0,0,0,4,0,3,4,4,2,3,0,3,4,1,0,3,2,3,1,4,4,3,3,3,1,3,2,2
GO590,5,2,0,4,3,3,2,2,3,3,1,3,4,2,1,0,3,4,1,4,3,3,2,3,5,5,3,3,2,5,4,3,4,2,2,4
GO591,3,3,3,2,3,3,2,3,3,5,2,3,5,2,4,2,4,3,5,2,3,3,4,2,2,3,3,3,1,4,3,2,2,1,3,3
GO593,3,0,2,4,4,1,5,0,0,3,0,3,0,0,2,1,3,4,0,0,3,1,0,3,5,3,3,5,2,2,3,3,3,2,5,4
GO594,2,2,0,0,3,2,0,3,3,0,5,2,4,0,4,0,0,0,2,0,4,3,3,2,3,3,2,3,5,3,2,3,5,4,2,4
GO599,4,0,0,0,3,4,5,0,0,0,0,3,0,0,4,0,3,0,0,0,5,3,0,5,5,4,2,2,3,3,5,5,5,1,4,4
GO603,3,2,4,1,5,2,3,0,0,4,0,5,0,3,4,3,3,4,0,4,1,3,0,3,3,4,1,2,5,5,1,3,1,4,3,3
GO605,3,0,0,0,4,4,0,4,1,0,4,1,3,0,5,0,0,0,0,0,4,2,4,3,2,4,3,3,4,2,3,5,3,3,2,3
GO607,3,2,0,3,2,3,0,2,4,3,5,5,4,0,5,0,0,0,1,1,3,3,3,1,4,3,3,3,3,2,3,3,4,2,2,3
GO609,4,4,3,3,2,4,2,4,5,5,4,2,3,1,2,1,3,3,5,3,3,3,4,5,3,1,2,4,3,4,4,3,4,4,3,1
GO610,3,0,5,3,0,3,2,3,2,1,3,3,4,0,2,1,3,3,3,0,1,3,3,3,3,2,2,3,2,2,1,3,4,2,1,3
GO614,3,3,2,3,2,3,4,4,3,4,5,2,2,4,4,3,5,2,3,1,1,1,3,3,1,3,3,2,1,2,3,3,3,2,5,3
GO615,4,2,0,3,4,3,3,2,5,2,2,3,3,2,4,0,3,5,3,4,3,3,1,4,5,2,4,3,2,5,1,2,4,3,3,4
GO618,2,2,5,2,3,2,4,0,0,3,0,4,0,2,3,4,5,3,0,1,5,3,0,3,4,2,3,5,3,1,2,2,5,2,4,1
GO626,2,0,0,0,2,3,1,5,3,0,2,1,3,2,3,4,1,3,0,3,5,2,3,2,5,2,3,4,5,5,3,3,3,3,3,4
GO627,3,0,2,3,3,2,1,2,5,5,2,3,3,0,2,5,5,1,3,0,3,4,3,3,5,4,2,3,4,1,1,4,1,3,3,4
GO631,4,5,1,3,3,5,2,1,2,3,3,3,1,4,3,3,3,4,2,5,2,5,4,3,1,5,2,4,4,2,5,3,3,5,3,3
GO633,3,3,0,0,1,2,4,1,3,0,5,3,4,3,1,1,3,0,3,0,4,2,3,2,4,3,3,4,3,2,4,3,4,3,2,3
GO638,2,4,3,1,3,4,4,0,0,3,0,3,0,3,4,3,2,1,0,5,4,4,0,3,2,3,4,1,2,2,2,4,3,3,4,4
GO641,4,3,2,2,3,2,5,3,4,4,4,4,1,4,2,5,4,1,5,2,3,3,5,5,3,3,2,3,2,3,3,4,1,3,2,3
GO646,3,3,0,0,3,2,3,3,1,0,2,2,2,2,2,4,3,0,2,0,3,3,4,3,5,2,3,2,4,2,3,2,3,2,5,1
GO649,3,3,0,0,5,2,2,3,3,0,4,1,1,4,4,4,2,0,3,0,2,3,3,5,3,4,3,1,3,3,4,3,4,3,1,4
GO652,5,3,0,3,2,3,3,1,3,2,3,2,4,3,4,0,1,2,4,3,3,2,1,4,1,1,2,3,5,1,3,3,4,3,4,3
GO653,3,3,5,3,3,3,3,3,4,3,2,3,2,1,4,1,3,5,1,2,4,1,4,1,4,1,5,4,3,4,1,2,3,3,4,3
GO660,3,3,0,4,5,1,2,5,4,2,5,4,1,4,4,0,3,5,3,4,1,4,2,1,3,4,3,5,3,2,5,2,4,2,5,3
GO666,3,3,2,3,2,4,5,4,3,1,1,3,3,4,3,5,3,3,2,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,4,3
GO667,3,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,5,4,3,0,4,5,1,4,1,3,3,5,3,3,3,1,3
GO671,3,3,0,0,2,4,0,0,0,0,0,1,0,0,5,0,0,0,0,0,5,4,0,3,3,1,2,4,2,4,2,1,5,5,3,3
GO674,3,3,4,4,0,3,4,2,1,3,2,3,4,3,1,4,1,5,1,4,5,5,4,4,3,3,3,4,4,4,3,3,5,2,2,5
GO676,3,3,0,4,2,2,0,0,0,4,0,3,0,0,2,0,0,0,0,3,4,2,0,2,2,5,3,4,4,3,3,4,3,3,4,4
GO678,2,1,0,3,5,4,2,4,4,4,3,4,4,4,2,0,4,2,2,4,3,3,3,2,5,4,2,2,3,3,1,4,4,4,4,4
GO679,3,5,4,3,4,2,5,1,3,1,4,5,3,4,3,2,2,3,3,4,2,1,2,2,2,2,3,4,2,4,3,3,4,3,5,1
GO683,3,2,3,3,0,3,0,5,3,3,5,4,5,0,3,0,0,0,2,2,2,3,2,3,3,5,3,3,3,1,3,4,5,1,4,2
GO689,4,3,2,3,4,2,1,4,3,4,1,4,3,4,1,4,3,3,1,3,3,4,4,3,2,5,5,2,3,2,4,1,5,3,1,4
GO693,3,0,0,0,5,3,1,3,3,0,1,1,3,3,3,1,4,4,0,3,4,3,3,2,1,2,3,5,2,3,3,3,1,2,2,4
GO694,1,3,5,3,3,3,3,3,4,3,3,5,4,3,3,4,4,2,3,2,3,5,3,2,2,3,2,3,4,4,2,4,2,3,5,1
GO697,1,3,5,1,2,3,2,1,1,3,3,4,2,3,3,2,3,4,5,3,4,4,5,4,2,2,4,3,2,3,5,3,3,3,2,1
GO717,4,5,5,3,2,5,4,4,3,3,4,3,3,4,4,2,3,4,2,5,4,4,2,2,2,3,3,2,2,3,3,3,2,5,3,2
GO724,1,0,0,0,0,2,4,5,3,0,3,4,1,0,4,3,3,0,0,0,3,3,2,5,2,2,2,5,3,3,5,5,3,3,5,3
GO727,3,4,0,1,0,4,1,5,2,3,3,3,1,2,3,0,3,1,3,3,1,1,3,3,2,3,4,4,3,3,4,5,3,4,3,2
GO730,3,3,0,0,4,4,1,0,0,0,0,2,0,4,4,0,4,0,0,0,3,4,0,1,2,1,4,2,4,2,5,3,1,4,3,3
GO732,5,3,4,3,0,1,4,2,3,5,2,2,3,5,3,2,4,3,5,3,3,3,3,4,1,2,3,3,3,2,5,1,5,5,3,1
GO733,2,5,0,5,5,1,0,4,3,3,2,1,1,0,3,0,0,0,4,2,1,3,4,3,3,2,3,5,3,3,1,1,3,3,3,2
GO734,4,2,3,5,3,2,4,3,5,4,3,3,2,3,3,3,3,4,2,1,2,4,1,2,2,3,3,2,3,3,4,2,4,1,4,3
GO739,3,0,0,0,4,4,4,4,1,0,4,3,4,0,4,2,3,4,0,0,3,5,3,4,3,3,3,4,5,2,4,3,2,4,3,4
GO740,2,4,0,0,1,3,3,1,2,0,4,5,3,3,5,5,2,0,4,0,3,3,3,4,2,3,3,4,3,3,2,4,4,4,1,3
GO747,2,0,0,0,0,3,0,3,3,0,2,1,3,0,4,0,0,0,0,0,5,3,4,1,3,4,2,1,4,3,3,3,2,2,5,3
GO748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,2,3,3,2,4,2,2,3,2
GO749,3,5,0,4,3,3,3,3,3,3,2,3,4,2,4,0,2,3,4,3,4,2,1,1,5,2,4,3,1,2,3,2,5,4,2,4
GO754,3,5,0,3,2,4,2,0,0,3,0,3,0,3,3,0,2,2,0,3,1,5,0,4,3,2,2,3,1,4,4,4,4,3,3,3
GO756,2,3,0,0,3,1,0,4,5,0,4,3,1,0,1,0,0,0,2,0,4,5,3,3,2,1,1,3,3,3,3,5,4,4,4,1
GO762,1,0,0,0,3,5,4,2,3,0,3,3,2,3,4,1,4,5,0,5,1,3,1,4,5,2,3,2,3,3,4,2,2,2,1,3
GO763,2,0,0,0,0,4,2,0,0,0,0,4,0,3,4,4,4,3,0,1,3,1,0,4,1,3,3,2,3,3,4,4,3,5,1,3
GO765,5,0,0,0,0,3,4,2,4,0,3,3,3,3,3,4,4,3,0,4,4,3,3,3,2,3,3,4,4,1,3,2,3,2,3,4
GO769,4,2,1,2,3,1,2,5,3,3,1,3,3,3,3,5,2,3,3,3,1,3,2,3,3,3,3,2,3,1,2,4,4,4,3,4
GO773,2,3,0,0,3,4,4,3,3,0,3,3,2,5,5,2,4,0,3,0,4,3,4,4,3,3,3,4,5,2,3,4,3,3,2,4
GO776,3,3,4,4,4,2,4,0,0,4,0,3,0,3,4,2,4,2,0,2,2,4,0,2,2,1,3,3,2,4,4,2,2,4,4,1
GO778,5,0,0,0,5,3,3,2,3,0,5,5,4,4,5,1,2,1,0,5,3,3,4,5,3,4,2,3,3,3,2,4,3,3,2,5
GO779,3,1,2,5,5,3,3,5,4,5,3,5,3,3,1,3,4,3,3,3,5,3,2,1,4,3,1,3,5,5,1,2,1,4,1,2
GO786,2,5,3,3,4,3,4,1,3,4,3,1,2,5,4,3,3,2,1,3,3,4,2,2,1,3,2,2,2,2,3,3,3,1,3,4
GO793,2,5,3,1,2,1,0,0,0,4,0,3,0,0,2,0,0,0,0,3,2,1,0,1,3,3,2,2,3,1,2,3,1,4,3,3
GO795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,5,2,2,3,3,3,4,4,3,1,2
GO797,3,0,0,0,4,2,2,3,5,0,3,3,3,3,3,3,2,0,0,0,1,4,4,4,3,2,5,2,2,3,3,5,3,2,5,3
GO801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,2,1,1,3,4,4,4,5
GO803,1,4,3,2,3,3,3,2,3,2,1,4,3,3,3,4,3,3,4,2,3,3,3,4,5,4,2,2,3,4,3,5,1,2,2,4
GO806,3,1,0,3,2,2,5,5,1,2,3,3,3,3,4,0,4,2,4,1,3,3,4,1,4,3,1,2,1,4,2,1,2,3,3,2
GO809,5,4,3,3,0,4,3,3,3,4,3,4,1,5,4,4,2,2,5,5,2,3,2,2,2,1,3,2,5,3,3,5,3,2,3,3
GO817,4,3,0,0,3,3,2,5,3,0,3,2,3,4,3,3,3,0,4,0,2,3,4,3,4,4,2,3,3,2,5,2,3,5,2,3
GO822,3,0,3,2,0,3,4,2,2,4,1,3,4,0,3,1,4,2,4,0,4,2,3,4,5,2,4,2,3,5,5,2,2,2,3,1
GO826,3,0,0,0,3,1,3,0,0,0,0,3,0,3,5,3,4,3,0,3,5,3,0,1,3,2,4,3,3,2,2,3,3,2,2,2
GO829,4,0,0,0,4,5,0,2,3,0,3,3,2,0,3,0,0,0,0,3,5,3,4,2,1,4,5,4,4,1,4,3,3,3,2,3
GO830,2,3,2,3,2,2,1,0,0,2,0,1,0,2,4,3,3,2,0,4,3,3,0,3,4,4,3,4,3,3,4,3,4,3,3,4
GO831,2,0,0,2,0,3,2,5,3,3,3,1,3,0,3,0,2,4,2,0,2,4,3,4,5,5,3,3,4,3,1,3,4,2,4,4
GO836,2,0,0,0,3,3,4,0,0,0,0,3,0,1,2,3,3,0,0,0,3,1,0,2,4,3,1,2,3,4,2,2,1,3,3,5
GO837,4,0,2,2,3,1,0,4,1,4,1,2,1,0,4,0,0,0,5,0,4,3,2,2,3,3,3,2,3,3,2,4,3,2,2,2
GO839,2,3,5,4,3,4,5,2,5,5,4,3,3,3,5,1,4,1,1,5,4,3,5,4,5,3,5,4,5,2,3,4,3,4,5,4
GO841,3,0,2,3,1,2,3,0,0,1,0,2,0,0,3,1,5,2,0,0,4,2,0,4,3,3,2,3,2,5,3,1,3,3,1,3
GO845,2,3,3,3,3,4,3,0,0,2,0,4,0,4,2,4,1,4,0,3,3,3,0,3,3,5,4,3,4,2,3,3,5,3,1,1
GO850,3,0,4,3,0,4,3,4,4,4,4,4,3,0,1,5,2,2,4,0,3,2,2,2,2,3,4,4,3,5,3,2,5,3,5,3
GO853,4,0,0,0,1,1,3,2,5,0,4,4,4,4,5,0,2,0,0,0,2,4,3,3,5,3,3,2,3,2,1,2,4,4,3,5
GO854,2,0,1,4,3,2,2,4,2,5,3,2,3,0,3,3,3,3,2,0,3,3,2,4,3,2,3,5,1,4,3,3,3,3,2,5
GO855,4,3,0,3,4,1,4,1,3,3,3,1,3,4,3,0,1,3,1,1,3,2,2,3,2,2,3,2,1,3,3,2,3,5,5,3
GO867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,4,5,3,4,1
GO868,2,3,0,0,3,1,2,1,5,0,4,3,2,3,3,3,3,0,3,0,4,3,3,4,2,5,2,2,4,3,4,3,3,2,4,2
GO870,4,3,3,1,5,4,3,0,0,3,0,3,0,3,5,2,4,5,0,3,3,4,0,4,3,3,4,2,4,3,3,3,2,3,4,1
GO876,3,4,0,0,2,3,4,3,2,0,3,3,2,3,3,2,2,0,4,0,4,3,4,4,4,3,5,1,2,4,4,4,4,3,5,2
GO877,5,3,0,4,2,2,2,1,4,3,5,3,4,5,1,0,3,4,4,3,2,4,3,1,4,5,1,2,4,3,5,5,2,3,3,2
GO878,1,3,0,0,2,3,0,4,3,0,3,3,2,0,4,0,0,0,3,0,3,5,3,4,4,4,4,3,3,5,3,5,1,1,3,4
GO883,2,0,0,0,0,1,3,3,2,0,4,3,3,2,3,5,4,1,0,5,2,3,1,4,2,3,1,2,3,1,2,2,1,5,3,4
GO892,3,0,0,0,3,2,0,4,5,0,3,1,4,0,3,0,0,0,0,0,4,2,4,1,5,4,3,1,4,4,3,5,1,4,3,2
GO893,3,4,0,4,1,3,4,2,3,3,3,3,2,2,4,0,2,1,1,1,2,2,2,2,1,3,4,3,3,3,3,5,3,1,3,3
GO904,3,0,3,1,3,4,0,1,4,5,4,3,3,0,4,0,0,0,4,0,2,3,3,4,3,2,4,3,1,3,4,2,5,3,5,2
GO909,3,3,0,3,2,4,0,0,0,3,0,3,0,0,3,0,0,0,0,3,5,2,0,5,4,1,4,2,3,5,3,3,3,3,3,5
GO920,2,2,1,2,2,1,3,2,3,2,5,3,1,4,3,4,3,3,3,3,3,3,3,3,3,4,4,3,1,4,5,3,3,3,3,5
GO934,1,1,0,3,3,4,0,3,3,3,4,4,2,0,3,0,0,0,1,4,3,3,3,2,3,4,4,4,3,3,4,2,4,4,2,2
GO940,3,2,4,2,3,4,2,4,2,5,3,2,3,3,2,3,4,4,4,4,1,3,2,1,4,4,4,4,3,5,3,4,2,2,3,2
GO941,1,2,0,0,0,5,4,0,0,0,0,3,0,4,3,0,3,0,0,0,4,2,0,5,4,4,3,2,3,4,1,2,3,3,5,1
GO943,3,0,0,0,4,1,5,2,1,0,4,2,1,1,2,2,3,2,0,3,4,2,3,4,5,3,3,3,3,2,3,5,3,2,5,3
GO946,3,0,0,0,3,3,4,2,4,0,3,3,5,3,4,3,5,0,0,0,3,4,3,4,2,2,3,4,3,3,3,4,2,3,3,3
GO948,4,0,0,0,4,3,2,3,4,0,3,5,3,3,2,1,3,1,0,4,3,3,2,2,2,3,3,2,3,3,4,3,2,4,3,4
GO955,2,0,2,3,2,2,3,0,0,3,0,3,0,0,3,3,2,2,0,0,5,5,0,2,5,4,1,3,3,1,1,3,1,1,2,5
GO956,4,0,3,3,3,1,4,1,3,4,2,4,1,0,3,5,3,2,5,0,3,3,2,3,3,4,1,3,4,1,2,1,3,3,5,3
GO957,3,5,2,3,0,1,5,4,4,5,3,4,3,5,2,1,2,2,3,1,2,1,3,2,3,1,3,2,1,3,4,4,5,3,3,5
GO959,3,1,0,0,4,1,2,0,0,0,0,3,0,4,4,0,4,0,0,0,4,4,0,3,2,4,3,3,3,3,4,4,4,3,5,3
GO963,3,1,5,3,2,3,3,5,3,3,4,3,2,4,5,1,4,3,2,1,2,3,1,2,4,3,4,2,1,3,3,4,3,5,1,3
GO967,3,2,0,0,4,1,4,1,3,0,2,4,4,4,3,5,3,0,5,0,3,2,2,3,4,1,3,2,4,3,5,4,3,2,3,2
GO972,5,2,0,0,2,3,0,3,2,0,3,3,4,0,2,0,0,0,4,0,4,2,5,1,4,1,2,3,1,3,3,3,4,1,1,4
HI002,3,0,0,0,2,3,4,3,3,0,3,1,2,3,3,0,2,1,0,3,3,3,2,3,4,3,3,2,4,3,4,3,2,3,3,3
HI003,4,2,0,0,5,2,3,3,3,0,2,2,3,3,3,3,4,0,4,0,1,2,4,3,3,4,5,3,2,1,3,4,2,2,5,3
HI007,2,0,4,4,3,3,0,2,3,1,3,3,5,0,4,0,0,0,3,0,1,3,1,2,1,3,4,4,2,4,3,1,2,4,4,2
HI012,1,2,0,0,3,1,3,5,5,0,3,3,4,4,2,0,5,0,4,0,4,3,3,2,3,3,3,2,3,3,4,3,4,2,2,2
HI013,4,3,3,4,2,1,3,2,3,5,3,3,3,3,5,5,4,2,4,2,3,3,1,5,5,5,2,3,5,2,3,3,2,4,2,3
HI017,3,3,2,3,0,4,3,0,0,3,0,4,0,2,4,1,4,4,0,1,5,3,0,3,3,2,1,3,2,3,3,3,2,3,4,3
HI020,3,3,0,0,2,3,3,3,3,0,3,4,3,4,5,5,2,0,3,0,3,2,3,1,4,3,3,2,3,3,3,4,4,3,4,3
HI021,3,3,0,3,0,3,0,2,2,3,2,5,4,0,3,0,0,0,1,4,3,3,4,4,3,4,3,3,3,1,3,3,4,3,2,3
HI023,3,0,2,3,1,4,4,1,3,3,3,3,4,0,5,3,1,5,2,0,3,4,3,1,3,3,3,5,3,2,1,4,4,3,3,4
HI026,2,3,3,1,3,2,3,3,3,1,3,2,1,3,2,2,4,1,5,3,2,3,5,3,3,3,3,2,2,3,4,3,3,5,2,3
HI029,3,0,0,2,2,4,4,4,5,4,2,2,2,0,2,0,4,2,3,0,3,2,5,5,2,5,3,3,3,4,3,1,3,3,3,4
HI033,1,5,5,1,3,3,3,3,3,4,3,3,3,5,3,1,3,3,4,3,3,4,2,4,4,4,5,3,3,2,3,3,4,1,2,3
HI039,4,0,0,0,2,5,5,0,0,0,0,3,0,2,5,3,4,0,0,0,4,1,0,2,2,1,4,2,4,3,3,3,4,4,3,4
HI041,1,3,0,2,3,3,0,2,3,4,3,3,5,0,5,0,0,0,3,3,3,3,4,3,4,5,4,3,2,2,3,4,1,4,4,3
HI051,3,2,2,2,4,3,0,0,0,4,0,2,0,0,3,0,0,0,0,3,4,3,0,4,1,1,4,3,2,4,5,4,4,1,2,3
HI053,3,0,4,3,0,3,1,0,0,2,0,2,0,0,3,3,4,4,0,0,5,3,0,2,2,2,4,3,2,4,3,1,1,2,2,4
HI055,4,0,0,0,4,3,3,4,4,0,2,3,2,0,3,4,2,3,0,0,3,3,4,2,3,4,3,5,3,1,3,1,3,2,3,4
HI056,1,0,0,0,5,3,4,3,3,0,4,3,5,5,2,0,3,4,0,3,3,3,5,1,1,3,2,3,1,3,2,2,3,4,3,2
HI061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,5,3,3,3,3,1,2,1
HI065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,3,4,3,3,1,3,3,4,1,1,3
HI067,3,0,0,0,3,1,1,1,3,0,4,3,4,0,3,0,2,2,0,0,3,2,1,3,3,4,4,4,3,4,3,2,3,3,3,3
HI077,3,2,3,3,1,3,0,4,3,2,3,3,2,0,3,0,0,0,5,3,4,3,2,4,2,3,2,2,3,4,3,1,4,3,3,3
HI081,3,3,0,0,3,3,2,3,2,0,3,2,5,2,4,2,3,0,3,0,4,3,1,3,3,4,3,3,3,4,3,3,4,5,4,5
HI086,3,2,0,4,4,3,1,0,0,2,0,3,0,5,2,0,3,1,0,4,4,3,0,5,2,1,2,4,3,2,2,3,4,4,4,4
HI089,1,0,0,0,0,3,2,5,3,0,2,3,4,2,2,2,3,3,0,3,5,2,3,3,3,3,2,4,1,3,3,4,3,4,5,3
HI090,4,0,0,0,4,3,3,4,5,0,3,4,4,4,2,0,3,2,0,3,3,3,1,3,3,1,2,3,2,1,5,2,3,2,5,3
HI097,2,4,0,0,4,1,3,0,0,0,0,2,0,3,5,1,4,0,0,0,4,3,0,4,2,3,3,3,3,2,5,5,3,3,3,2
HI098,3,0,3,3,0,4,3,2,2,4,5,3,1,0,3,2,5,2,4,0,4,4,2,3,2,4,3,3,3,2,2,4,3,3,4,3
HI101,4,4,4,4,3,4,4,2,3,2,2,4,5,3,4,3,4,3,4,4,5,4,3,2,4,3,4,3,1,1,3,2,4,3,3,4
HI103,2,3,4,5,2,3,5,3,4,5,5,4,3,1,2,2,1,2,2,1,2,1,3,4,4,5,4,2,4,4,3,4,1,3,3,4
HI108,2,0,0,0,1,4,2,0,0,0,0,3,0,0,2,4,2,2,0,0,2,3,0,1,4,3,1,4,3,4,3,2,3,2,2,3
HI111,1,3,3,4,3,4,5,5,4,3,1,3,3,3,3,3,5,2,3,3,2,4,3,3,4,2,4,1,3,2,4,4,4,3,4,3
HI112,3,0,0,3,4,4,2,2,4,2,2,1,2,0,4,0,2,3,1,0,3,1,3,4,2,5,4,4,1,3,2,2,5,2,3,4
HI113,2,3,5,2,4,1,3,3,3,3,2,3,2,4,4,3,3,5,3,2,4,3,2,2,5,2,3,1,3,2,2,4,4,4,1,2
HI114,3,3,4,3,4,3,3,1,3,3,3,3,2,2,2,4,3,3,3,3,4,5,3,3,2,3,3,5,3,2,3,5,4,2,3,2
HI115,4,0,4,2,5,1,0,1,2,5,1,2,5,0,3,0,0,0,3,0,3,3,4,4,4,4,4,3,4,3,3,4,2,4,5,2
HI117,3,1,4,3,3,2,4,2,3,3,3,1,4,4,3,3,3,5,4,3,5,3,3,3,5,3,3,1,1,3,2,1,5,5,3,4
HI120,4,3,0,0,0,4,3,3,3,0,2,3,4,4,1,2,4,0,3,0,3,1,5,1,1,2,5,1,4,2,2,4,4,4,2,4
HI122,1,3,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,2,0,4,3,1,3,4,2,1,4,2,3,1,1,3
HI132,3,2,3,3,3,4,4,0,0,3,0,2,0,2,1,5,2,3,0,2,3,5,0,3,4,2,3,3,3,4,2,3,4,2,2,3
HI133,4,2,3,4,2,3,2,3,3,3,1,3,2,2,1,1,5,4,5,2,3,1,1,3,3,1,3,1,3,3,3,3,3,3,3,3
HI134,3,4,0,0,3,4,4,4,3,0,3,2,4,4,4,3,3,0,3,0,3,4,4,3,3,3,3,2,3,3,5,3,5,2,3,5
HI146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,4,3,1,4,1,3,4,2,2,2,5
HI150,4,0,0,0,3,2,0,0,0,0,0,2,0,0,1,0,0,0,0,3,4,3,0,3,4,2,2,2,5,5,3,2,4,3,4,4
HI152,3,0,0,0,3,3,3,3,3,0,3,5,2,3,4,0,5,3,0,4,4,1,3,2,4,3,2,3,1,4,3,2,3,1,2,2
HI155,5,3,3,3,3,2,2,1,2,3,2,3,1,3,4,1,2,3,2,1,2,5,4,5,3,4,4,4,1,3,3,3,3,4,5,4
HI159,4,0,0,0,3,4,5,3,4,0,3,4,3,1,3,3,2,0,0,0,3,4,2,4,3,4,3,2,4,3,4,1,3,2,4,5
HI163,1,4,0,0,2,2,2,4,2,0,3,3,3,2,4,2,4,0,3,0,2,3,2,3,3,2,2,5,3,4,1,1,3,4,3,3
HI172,2,0,3,2,3,1,3,4,3,3,3,3,3,0,1,3,5,4,2,0,3,2,4,2,4,3,4,2,3,2,1,4,4,4,1,4
HI176,4,3,3,3,0,4,3,3,2,3,1,1,3,3,2,5,4,3,4,3,3,4,1,4,3,3,3,3,3,2,3,3,4,3,3,3
HI178,3,5,0,1,3,3,5,2,3,2,3,4,4,4,3,0,3,3,4,2,3,3,4,4,2,2,5,3,1,2,5,3,3,4,3,3
HI186,3,4,3,1,2,2,3,3,3,4,3,3,3,3,4,2,3,3,2,1,2,4,3,4,3,1,4,5,1,2,4,5,4,1,3,3
HI188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,3,2,1,3,3,4,3,5,4
HI191,2,2,2,3,0,2,3,3,3,3,4,3,5,4,3,2,1,1,2,2,4,3,3,1,3,3,4,3,1,1,2,2,4,2,2,3
HI193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,4,3,3,3,3,3,3,4,3
HI196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,1,3,3,3,3,3,3,3,3,3,2,4
HI197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,3,3,2,4,5,1,1,3,3,4,3
HI199,1,3,3,5,0,5,1,2,3,4,3,4,2,2,2,3,4,3,2,3,2,3,2,4,4,3,1,2,2,3,2,4,4,2,3,3
HI201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,1,1,2,3,5,3,3,4,5
HI210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,4,3,5,4,1,4,3,5,3,1,2
HI212,3,3,2,3,0,4,0,3,3,3,4,3,3,0,3,0,0,0,3,4,5,3,1,1,1,5,5,1,3,3,2,3,4,4,4,1
HI218,3,5,0,3,0,2,3,2,4,2,3,5,5,3,2,0,4,5,1,4,2,2,3,2,3,3,2,3,1,4,3,5,2,4,3,3
HI224,3,3,3,1,0,4,1,0,0,4,0,3,0,3,3,3,4,1,0,3,3,2,0,1,3,3,3,3,3,4,3,3,3,4,2,3
HI228,1,0,0,0,3,3,1,4,2,0,1,3,3,4,4,3,4,0,0,0,5,2,3,2,3,3,2,3,3,3,2,5,1,5,3,3
HI232,3,3,0,0,5,4,0,3,2,0,3,3,3,0,3,0,0,0,2,0,4,4,3,3,4,2,4,1,3,3,3,1,4,1,2,3
HI240,5,1,3,3,3,5,2,5,4,3,4,4,4,3,4,3,4,2,3,3,3,4,5,2,1,3,3,3,4,4,3,3,3,3,5,3
